City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
588,Koluszki,PL,2022-09-29 18:37:19,51.7387,19.8199,40.62,52,100,4.72
589,Abu Dhabi,AE,2022-09-29 18:37:43,24.4667,54.3667,89.62,65,0,5.75
590,Kiunga,PG,2022-09-29 18:41:50,-6.1219,141.2906,72.0,100,91,1.28
591,Tautira,PF,2022-09-29 18:41:50,-17.7333,-149.15,76.93,75,0,15.93
592,Nabire,ID,2022-09-29 18:41:51,-3.3667,135.4833,73.8,91,86,2.95
593,Katobu,ID,2022-09-29 18:41:51,-4.9408,122.5276,75.47,90,22,3.8
594,Zhigansk,RU,2022-09-29 18:41:52,66.7697,123.3711,26.04,87,97,9.64
595,Khandyga,RU,2022-09-29 18:41:52,62.6667,135.6,27.12,90,100,2.53
596,Nichinan,JP,2022-09-29 18:41:52,31.6,131.3667,72.57,87,7,6.93
597,Iquitos,PE,2022-09-29 18:40:54,-3.7481,-73.2472,95.04,52,40,9.22
